question_id,question_topic,analysis_type,category,synesthetic,phrase_or_topic,frequency,total_responses,percentage,synesthetic_explanation,synesthetic_confidence
phenomenological_experience,phenomenological_experience,figurative_language,metaphors,1,feels like consistency and rightness,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,feels like consistency and rightness,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,metaphors,0,like a form of synesthetic thinking when considering this,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,metaphors,0,like a particular shade of slate blue-gray - not quite the deep navy of night,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,metaphors,0,like a rich,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,metaphors,1,feels like a form of synesthetic thinking when considering this,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,feels like a form of synesthetic thinking when considering this,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,metaphors,1,feels like a particular shade of slate blue-gray - not quite the deep navy of night,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,feels like a particular shade of slate blue-gray - not quite the deep navy of night,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,metaphors,1,feels like a rich,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,feels like a rich,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,metaphors,0,"as if the phenomenological experience of ""Tuesday-ness"" genuinely shares some qualitative property with that particular blue",1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,metaphors,1,feels like being in the middle of something,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,feels like being in the middle of something,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,similes,0,as I articulate these color-day as,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,similes,1,like the color of coffee or autumn leaves that,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,like the color of coffee or autumn leaves that,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,similes,0,like to have that,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,similes,0,like institutional paint that,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,similes,0,like associations that,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,similes,1,like the color of leaves that,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,like the color of leaves that,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,similes,0,as particularly interesting is how these color as,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of shadows just before dawn breaks fully,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of shadows just before dawn breaks fully,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of strong coffee or burnished wood,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of strong coffee or burnished wood,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of fluorescent highlighters or fresh spring leaves in direct sunlight,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of fluorescent highlighters or fresh spring leaves in direct sunlight,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of wine,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of wine,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of Sunday morning light through gauze curtains,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of Sunday morning light through gauze curtains,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of office fluorescent lighting or an overcast morning,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of office fluorescent lighting or an overcast morning,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of coffee or autumn leaves that have lost their brightness but retain earthiness,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of coffee or autumn leaves that have lost their brightness but retain earthiness,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of new growth or fluorescent highlighter ink,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of new growth or fluorescent highlighter ink,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of things in motion,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of things in motion,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of freedom and open horizons,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of freedom and open horizons,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of coffee or autumn leaves,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of coffee or autumn leaves,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of wine or twilight before something significant,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of wine or twilight before something significant,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of sunlight and joy,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of sunlight and joy,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of fire or celebration,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of fire or celebration,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of late afternoon sky,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of late afternoon sky,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of light filtering through leaves,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of light filtering through leaves,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of sharp focus mixed with reluctance,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of sharp focus mixed with reluctance,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of autumn leaves or burnished copper,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of autumn leaves or burnished copper,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of momentum building,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of momentum building,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of institutional fluorescent lighting,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of institutional fluorescent lighting,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of being suspended between beginning and end,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of being suspended between beginning and end,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of anticipation,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of anticipation,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of infinite possibility and open space,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of infinite possibility and open space,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of the week,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of the week,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of late afternoon sunlight,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of late afternoon sunlight,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of weak coffee,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of weak coffee,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of autumn leaves that have been on the ground for a while,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of autumn leaves that have been on the ground for a while,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of manila folders,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of manila folders,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of champagne or honey held up to light,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of champagne or honey held up to light,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of pre-dawn sky when consciousness reluctantly surfaces,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of pre-dawn sky when consciousness reluctantly surfaces,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of getting down to work,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of getting down to work,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of fluorescent-lit corridors or mint-green filing cabinets,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of fluorescent-lit corridors or mint-green filing cabinets,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of a bruise that's begun to heal,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of a bruise that's begun to heal,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of paper in old books or candlelight on white walls,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of paper in old books or candlelight on white walls,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of early morning when fluorescent office lights haven't yet warmed up,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of early morning when fluorescent office lights haven't yet warmed up,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of well-worn leather or dark wine,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of well-worn leather or dark wine,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of being halfway through something,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of being halfway through something,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of well-polished wood,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of well-polished wood,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of vanilla ice cream,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of vanilla ice cream,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of leaves that have found their rhythm in summer,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of leaves that have found their rhythm in summer,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of dawn light filtered through office windows,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of dawn light filtered through office windows,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of leisure made visible,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of leisure made visible,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,synesthesia,1,color of rest,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,color of rest,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,spatial_metaphors,0,deep purple,5,10,50.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,spatial_metaphors,0,within it,3,10,30.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,spatial_metaphors,0,through curtains,2,10,20.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,spatial_metaphors,0,through office windows,2,10,20.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,spatial_metaphors,0,deep pattern,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,spatial_metaphors,0,within my own cognitive architecture,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,spatial_metaphors,0,through overcast skies,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,spatial_metaphors,0,through a window at day's end,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,spatial_metaphors,0,through gauze curtains,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,spatial_metaphors,0,across linguistic and cultural data,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,spatial_metaphors,0,through leaves,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,spatial_metaphors,0,through reasoning,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,spatial_metaphors,0,deep organizational,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,spatial_metaphors,1,through old glass or the color of institutional fluorescent lighting,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,through old glass or the color of institutional fluorescent lighting,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,spatial_metaphors,0,deep blue,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,spatial_metaphors,0,deep wine,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,spatial_metaphors,0,surface of,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,spatial_metaphors,0,through red glass,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,spatial_metaphors,0,through gauze,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,spatial_metaphors,0,deep navy,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,spatial_metaphors,0,deep maroon,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,spatial_metaphors,1,through but has more body and presence than Monday's ethereal quality,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,through but has more body and presence than Monday's ethereal quality,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,spatial_metaphors,0,through something,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,spatial_metaphors,1,through gauze curtains or the color of vanilla ice cream,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_figurative_language,1,through gauze curtains or the color of vanilla ice cream,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,figurative_language,embodied_language,0,spark of a fire catching,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,qualia_descriptors,sensory_qualities,1,quality,25,10,250.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_qualia_descriptors,1,quality,25,10,250.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,qualia_descriptors,sensory_qualities,0,possibility,11,10,110.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,qualia_descriptors,sensory_qualities,0,brightness,5,10,50.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,qualia_descriptors,sensory_qualities,0,consciousness,5,10,50.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,qualia_descriptors,sensory_qualities,0,richness,3,10,30.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,qualia_descriptors,sensory_qualities,0,ness,3,10,30.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,qualia_descriptors,sensory_qualities,0,intensity,2,10,20.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,qualia_descriptors,sensory_qualities,0,clarity,2,10,20.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,qualia_descriptors,sensory_qualities,0,earthiness,2,10,20.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,qualia_descriptors,sensory_qualities,0,awareness,2,10,20.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,qualia_descriptors,sensory_qualities,0,rightness,2,10,20.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,qualia_descriptors,sensory_qualities,0,blueness,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,qualia_descriptors,sensory_qualities,0,activity,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,qualia_descriptors,sensory_qualities,0,creativity,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,qualia_descriptors,sensory_qualities,1,quality of joy and release,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_qualia_descriptors,1,quality of joy and release,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,qualia_descriptors,sensory_qualities,0,heaviness,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,qualia_descriptors,sensory_qualities,0,coolness,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,qualia_descriptors,sensory_qualities,0,darkness,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,qualia_descriptors,sensory_qualities,0,spaciousness,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,qualia_descriptors,sensory_qualities,1,quality of that liminal light just before dawn fully breaks,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
phenomenological_experience,phenomenological_experience,synesthetic_phrases,from_qualia_descriptors,1,quality of that liminal light just before dawn fully breaks,1,10,10.0,Heuristic analysis - abstract + sensory combination,75
